PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.4120956,4086.1465,2402.2634,41.20956
0.59638286,9997.845,4035.3015,59.638287
0.46884713,15014.713,7975.1074,46.884712
0.5590743,16014.989,7061.4204,55.90743
0.3982684,16011.994,9634.923,39.82684
0.5773935,16996.855,7182.982,57.739346
0.24474013,35041.543,26465.47,24.474012
0.3483026,34989.156,22802.342,34.83026
0.124102436,28000.467,24525.541,12.410244
0.10335706,15990.092,14337.402,10.335706
0.7181785,7940.6177,2237.8367,71.81785
0.12147012,5001.2295,4393.7295,12.147013
0.4485687,16540.002,9120.675,44.85687
0.3185722,4008.043,2731.1921,31.85722
0.42565998,16012.23,9196.464,42.565998
0.49272808,5001.543,2537.142,49.272808
0.41852242,35030.934,20369.703,41.85224
0.38010216,15003.387,9300.567,38.010216
0.5028325,20001.568,9944.13,50.28325
0.27204147,9997.775,7277.9663,27.204147
0.5385827,1938.8623,894.62463,53.85827
0.7743718,23999.805,5415.0327,77.43718
0.65204316,20978.373,7299.5684,65.204315
0.7161412,11506.319,3266.1697,71.61412
0.2849662,6992.7197,5000.031,28.49662
0.21828039,24001.232,18762.234,21.82804
0.32683146,14381.311,9681.046,32.683147
0.6023105,10003.247,3978.1865,60.23105
0.5591477,16587.152,7312.484,55.914772
0.72269756,27389.54,7595.186,72.26975
0.5770957,2217.1963,937.66187,57.709568
0.44730517,4988.9443,2757.3635,44.73052
0.12835519,19999.068,17432.084,12.835519
0.33154655,4402.3994,2942.799,33.154655
0.3946201,5562.5,3367.426,39.46201
0.3508856,15012.044,9744.533,35.08856
0.7345675,19771.814,5248.0815,73.45675
0.4869403,5891.3984,3022.6394,48.69403
0.61535364,19998.527,7692.361,61.535366
0.7054738,14014.772,4127.718,70.54738
0.23930994,7242.1704,5509.0474,23.930994
0.738072,12050.484,3156.3596,73.8072
0.1328538,18003.621,15611.771,13.28538
0.44711524,17972.76,9936.865,44.711525
0.41305715,10000.207,5869.55,41.305714
0.3179194,32008.023,21832.053,31.79194
0.463935,4970.1113,2664.3027,46.393497
0.83866835,19984.602,3224.149,83.86684
0.036781188,12012.586,11570.749,3.6781187
0.4975616,17691.092,8888.685,49.75616
0.36086503,20991.002,13416.084,36.086502
0.3935164,5893.838,3574.5159,39.35164
0.051439364,13987.009,13267.526,5.143936
0.41412872,9998.834,5858.03,41.412872
0.2744191,17003.62,12337.502,27.44191
0.5143131,20793.227,10098.998,51.43131
0.47316182,9995.045,5265.7715,47.31618
0.57554203,34980.633,14847.809,57.554203
0.4795437,5002.9844,2603.8347,47.95437
0.6958737,7942.838,2415.626,69.587364
0.72596157,12987.754,3559.1438,72.59615
0.19462904,9997.8125,8051.9478,19.462904
0.49616522,1462.2461,736.73047,49.61652
0.5783901,19995.041,8430.106,57.839012
0.70173913,23623.562,7045.9844,70.17391
0.37308764,15006.178,9407.559,37.308765
0.4143368,34981.684,20487.484,41.43368
0.69613266,10006.951,3040.7856,69.613266
0.62604123,4551.9756,1702.2512,62.604122
0.43610778,9994.8125,5635.997,43.61078
0.61165726,6408.082,2488.5322,61.165726
0.10793913,15733.81,14035.516,10.793913
0.42421976,15007.061,8640.77,42.421974
0.64844793,35110.664,12343.227,64.844795
0.6443012,14420.518,5129.3613,64.430115
0.6364156,6993.8125,2542.841,63.64156
0.6498616,34979.066,12247.516,64.98616
0.10846839,24001.578,21398.164,10.846839
0.76240724,25023.0,5945.2837,76.24072
0.41328788,1008.4746,591.68427,41.32879
0.23829621,25037.754,19071.352,23.82962
0.4725436,23999.44,12658.658,47.25436
0.11725443,12035.213,10624.031,11.725443
0.5400253,14007.598,6443.1406,54.00253
0.24346602,35004.637,26482.197,24.346601
0.48521474,20997.334,10809.119,48.521473
0.52479696,6195.475,2944.1086,52.4797
0.57482165,6997.62,2975.2366,57.482166
0.19034237,3484.7725,2821.4727,19.034237
0.16099578,19002.973,15943.574,16.099579
0.2367734,20004.236,15267.766,23.67734
0.36825404,3496.002,2208.585,36.825405
0.36999592,18486.014,11646.264,36.99959
0.7678796,15034.913,3489.91,76.787964
0.5694521,4654.872,2004.1454,56.94521
0.49129647,18007.016,9160.232,49.129646
0.5970902,9998.105,4028.3347,59.70902
0.51055974,9988.547,4888.797,51.055973
0.5892173,5001.174,2054.3958,58.92173
0.2667712,20994.238,15393.58,26.67712
0.35645542,9603.519,6180.292,35.645542
0.108054504,40002.516,35680.062,10.80545
0.64218646,7149.108,2558.0476,64.21864
0.6342677,22081.45,8075.8994,63.42677
0.67183053,7738.4966,2539.5383,67.18305
