PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.5273139,11001.86,5200.427,52.731388
0.37670958,14450.171,9006.653,37.67096
0.61169803,10676.596,4145.743,61.169804
0.35882083,6258.5005,4012.8203,35.882084
0.4198294,7227.684,4193.29,41.98294
0.55086076,10989.138,4935.653,55.086075
0.42732584,9996.064,5724.488,42.732586
0.5451606,7501.5913,3412.0193,54.51606
0.7686836,15020.979,3474.5984,76.86836
0.60849196,10001.944,3915.8416,60.849197
0.36876056,11996.957,7572.952,36.876057
0.5040758,12003.64,5952.895,50.40758
0.6428032,20335.744,7263.863,64.28032
0.20697848,6002.0645,4759.766,20.69785
0.16873865,2523.1763,2097.419,16.873865
0.4974319,7000.2847,3518.1199,49.74319
0.58381176,5897.8545,2454.6177,58.381176
0.47720087,9993.271,5224.4736,47.720085
0.6674181,29844.426,9925.715,66.74181
0.7319,30024.025,8049.442,73.189995
0.30126822,30001.428,20962.951,30.126822
0.29452828,24002.562,16933.129,29.452827
0.22597125,8994.573,6962.0586,22.597126
0.2829874,9505.887,6815.841,28.298738
0.20482956,16512.35,13130.132,20.482956
0.053433433,2003.2107,1896.1722,5.3433433
0.41047,19967.783,11771.607,41.047
0.29389533,4033.2302,2847.8826,29.389534
0.73953795,32606.232,8492.686,73.9538
0.29933444,2010.6119,1408.7666,29.933443
0.77504194,21569.66,4852.269,77.504196
0.16340002,24007.504,20084.676,16.340002
0.44995973,3001.0918,1650.7213,44.99597
0.52527237,6408.4673,3042.2766,52.527237
0.38708654,9993.283,6125.018,38.708652
0.31816205,23997.016,16362.075,31.816206
0.18186219,7994.2427,6540.392,18.186218
0.56510794,9583.602,4167.832,56.510796
0.2756236,34981.06,25339.455,27.562359
0.5058231,7245.946,3580.7793,50.582306
0.603185,19988.172,7931.6064,60.3185
0.39749143,1176.0929,708.606,39.74914
0.65538216,6001.99,2068.3928,65.538216
0.4302887,4813.08,2742.0662,43.02887
0.3283678,30104.615,20219.229,32.83678
0.48824236,8996.692,4604.126,48.824234
0.5052934,7511.0137,3715.7478,50.529343
0.13367553,10982.165,9514.118,13.367553
0.13298135,22553.54,19554.338,13.298135
0.16496429,19994.14,16695.82,16.49643
0.56881166,20989.373,9050.373,56.881165
0.656807,3914.9998,1343.6005,65.6807
0.69931644,9601.879,2887.1272,69.93164
0.5937155,9826.399,3992.314,59.371548
0.31091633,25007.375,17232.174,31.091633
0.5554137,3301.2915,1467.7089,55.541374
0.12607689,15001.953,13110.554,12.607689
0.3668448,6001.5425,3799.908,36.68448
0.5381815,14998.913,6926.776,53.81815
0.42482477,24767.445,14245.621,42.48248
0.43213683,9023.13,5123.9033,43.213684
0.45597982,7001.7705,3809.1045,45.597984
0.57992756,2524.0417,1060.2804,57.992756
0.17937951,25905.547,21258.623,17.93795
0.3492094,1001.96466,652.06915,34.92094
0.8222827,17132.527,3044.747,82.228264
0.2783129,7992.406,5768.016,27.83129
0.40816307,9994.573,5915.1577,40.816307
0.48249623,28002.865,14491.588,48.249622
0.59467566,5001.304,2027.1503,59.467567
0.18456541,17996.613,14675.061,18.456541
0.54748285,24005.615,10862.952,54.748283
0.57457,3006.9194,1279.2338,57.457
0.24777216,9343.998,7028.8154,24.777216
0.25098795,12664.824,9486.106,25.098795
0.40419492,12012.908,7157.3516,40.41949
0.40722054,15000.112,8891.759,40.722054
0.63372946,17016.076,6232.4873,63.372948
0.53577745,10671.034,4953.735,53.577744
0.5343338,5002.3647,2329.4321,53.433384
0.30388084,5594.63,3894.5293,30.388084
0.38056317,12940.447,8015.79,38.056316
0.6775518,19033.486,6137.3135,67.75518
0.3317516,1199.6538,801.66675,33.175163
0.14286074,1475.5004,1264.7092,14.286074
0.093479164,2009.5532,1821.7019,9.347917
0.34793642,4824.2734,3145.7332,34.793644
0.5039131,24019.514,11915.766,50.39131
0.16921633,19993.47,16610.248,16.921633
0.39787164,6012.3438,3620.203,39.787163
0.3784236,5489.189,3411.9504,37.84236
0.44633293,7210.683,3992.3179,44.633293
0.17241493,10499.539,8689.262,17.241493
0.21719815,25738.893,20148.453,21.719814
0.20634642,4995.541,3964.7292,20.634642
0.72943085,18877.021,5107.5396,72.943085
0.67816573,8553.486,2752.805,67.816574
0.47884524,2401.008,1251.2968,47.884525
0.36326417,19996.89,12732.736,36.326416
0.73701847,20996.635,5521.727,73.70184
0.09248965,10006.153,9080.6875,9.248965
0.60489947,5165.5317,2040.9043,60.48995
0.55364853,30040.244,13408.507,55.364853
0.6486839,4822.139,1694.0951,64.86839
0.47709236,15005.307,7846.389,47.709236
0.1618758,12079.467,10124.094,16.18758
0.2618352,19295.871,14243.532,26.18352
0.0749924,19988.82,18489.81,7.4992404
0.4691229,5006.785,2657.9875,46.91229
0.5445719,4820.9766,2195.6084,54.457188
0.26808405,3275.6929,2397.532,26.808405
0.67840475,28022.559,9011.922,67.84048
0.2834612,28126.387,20153.646,28.34612
0.48588026,19993.865,10279.241,48.588024
0.6819788,25909.213,8239.679,68.19788
0.6058177,15002.508,5913.7236,60.581768
0.5461984,12808.024,5812.302,54.619843
0.56921196,2270.6172,978.1547,56.921196
0.08031765,20000.758,18394.344,8.031765
0.75598484,16861.084,4114.36,75.59849
0.72926307,17990.762,4870.7637,72.92631
0.67207396,17459.166,5725.315,67.2074
0.53797394,34982.08,16162.632,53.797394
0.09367258,5004.296,4535.531,9.367258
0.21402426,8997.171,7071.558,21.402426
0.65874463,5253.8994,1792.9214,65.874466
0.66930574,19995.111,6612.2686,66.93057
0.0710003,25013.182,23237.238,7.10003
0.38482523,19280.953,11861.156,38.48252
0.58720124,8403.241,3468.8477,58.720123
